id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
77384365,Tue May 04 2021 15:53:04 GMT-0400 (EDT),2021-05-04,2021-05-04 19:53:04 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-05 01:40:29 UTC,2021-05-05 12:17:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77384365,https://inaturalist-open-data.s3.amazonaws.com/photos/126553242/medium.jpg,,"",Bald eagle being chased out of the neighborhood by a hawk. ,1,0,false,3,"Woodland Ave, Philadelphia, PA, US",39.947116354,-75.203653265,395,,,,395,,open,false,,,Bald Eagle,Haliaeetus leucocephalus,Bald Eagle,Aves,5305
77385361,Tue May 04 2021 15:53:45 GMT-0400 (EDT),2021-05-04,2021-05-04 19:53:45 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-05 01:46:33 UTC,2021-05-05 11:42:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77385361,https://inaturalist-open-data.s3.amazonaws.com/photos/126555001/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9474984323,-75.1974502489,106,,,,106,,open,false,,,Red-bellied Woodpecker,Melanerpes carolinus,Red-bellied Woodpecker,Aves,18205
77385562,Tue May 04 2021 15:53:46 GMT-0400 (EDT),2021-05-04,2021-05-04 19:53:46 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-05 01:47:37 UTC,2021-05-05 11:40:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77385562,https://inaturalist-open-data.s3.amazonaws.com/photos/126555262/medium.jpg,,"","",2,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9471240865,-75.1977895016,98,,,,98,,open,false,,,Red-bellied Woodpecker,Melanerpes carolinus,Red-bellied Woodpecker,Aves,18205
77385721,Tue May 04 2021 16:02:37 GMT-0400 (EDT),2021-05-04,2021-05-04 20:02:37 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-05 01:48:36 UTC,2021-05-05 03:13:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77385721,https://inaturalist-open-data.s3.amazonaws.com/photos/126555509/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9458448567,-75.1981478658,395,,,,395,,open,false,,,Turkey Vulture,Cathartes aura,Turkey Vulture,Aves,4756
77836885,Wed May 05 2021 15:52:43 GMT-0400 (EDT),2021-05-05,2021-05-05 19:52:43 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-08 02:01:45 UTC,2021-05-08 03:38:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77836885,https://inaturalist-open-data.s3.amazonaws.com/photos/127328200/medium.jpg,,"","This was the first time I saw them exchange food in the air. They started across the river, on opposite ends of this building where they were not even inside of one another.",1,0,false,3,"Schuylkill River, Philadelphia, PA, US",39.9523496421,-75.1814660598,395,,,,395,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
78098684,Sun May 09 2021 13:44:53 GMT-0400 (EDT),2021-05-09,2021-05-09 17:44:53 UTC,Eastern Time (US & Canada),2895759,mgnc0,2021-05-09 18:05:13 UTC,2021-05-10 04:12:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78098684,https://inaturalist-open-data.s3.amazonaws.com/photos/127770281/medium.jpg,,"","",1,0,false,3,"W George St, Philadelphia, PA, US",39.968045,-75.1439278333,18,,,,18,,open,false,,,Ovenbird,Seiurus aurocapilla,Ovenbird,Aves,62550
78144012,Sun May 09 2021 16:14:52 GMT-0400 (EDT),2021-05-09,2021-05-09 20:14:52 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-09 22:31:48 UTC,2021-05-09 22:33:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78144012,https://inaturalist-open-data.s3.amazonaws.com/photos/127847518/medium.jpg,,"",The pair of peregrine falcons from 2400 Chestnut St. spent a bit of time on this building across the river this afternoon. ,1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9529167646,-75.1828865933,134,,,,134,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
78334690,Mon May 10 2021 14:45:36 GMT-0400 (EDT),2021-05-10,2021-05-10 18:45:36 UTC,Eastern Time (US & Canada),2658354,upennbiopond,2021-05-11 11:53:47 UTC,2022-01-28 01:11:26 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/78334690,https://inaturalist-open-data.s3.amazonaws.com/photos/128186960/medium.jpg,,"","",3,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9499886405,-75.1988150618,108,,,,108,,open,false,,,Ovenbird,Seiurus aurocapilla,Ovenbird,Aves,62550
78334746,Mon May 10 2021 10:24:16 GMT-0400 (EDT),2021-05-10,2021-05-10 14:24:16 UTC,Eastern Time (US & Canada),2658354,upennbiopond,2021-05-11 11:55:02 UTC,2021-05-16 11:36:19 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/78334746,https://inaturalist-open-data.s3.amazonaws.com/photos/128187116/medium.jpg,,"","",2,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9484684759,-75.1984857564,109,,,,109,,open,false,,,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Aves,9721
78532644,Wed May 12 2021 13:11:34 GMT-0400 (EDT),2021-05-12,2021-05-12 17:11:34 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-13 02:08:03 UTC,2021-05-15 13:08:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78532644,https://inaturalist-open-data.s3.amazonaws.com/photos/128536235/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9518414192,-75.1831922341,62,,,,62,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
78689715,Fri May 14 2021 07:39:48 GMT-0400 (EDT),2021-05-14,2021-05-14 11:39:48 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-14 12:40:31 UTC,2021-05-14 20:39:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78689715,https://inaturalist-open-data.s3.amazonaws.com/photos/128811267/medium.jpg,,"","",2,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9531045191,-75.1828523698,37,,,,37,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
78913025,Sat May 15 2021 15:07:33 GMT-0400 (EDT),2021-05-15,2021-05-15 19:07:33 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-15 23:26:43 UTC,2021-05-16 16:29:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78913025,https://inaturalist-open-data.s3.amazonaws.com/photos/129197468/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9489900177,-75.1979283244,395,,,,395,,open,false,,,Magnolia Warbler,Setophaga magnolia,Magnolia Warbler,Aves,145235
79101160,Sun May 16 2021 14:00:48 GMT-0400 (EDT),2021-05-16,2021-05-16 18:00:48 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-17 02:24:33 UTC,2021-05-31 02:42:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79101160,https://inaturalist-open-data.s3.amazonaws.com/photos/129526877/medium.jpg,,"","Kestrel seen from three angles, first from afar, then directly underneath as it was sitting, then underneath as it flew away.",1,0,false,3,"Penn Park, Philadelphia, PA, US",39.9488333333,-75.1874083333,12,,,,12,,open,false,,,American Kestrel,Falco sparverius,American Kestrel,Aves,4665
79101539,Sun May 16 2021 14:39:47 GMT-0400 (EDT),2021-05-16,2021-05-16 18:39:47 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-17 02:27:55 UTC,2021-09-05 04:21:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79101539,https://inaturalist-open-data.s3.amazonaws.com/photos/129527561/medium.jpg,,"","",3,1,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9489637862,-75.1980876233,128,,,,128,,open,false,,,House Sparrow,Passer domesticus,House Sparrow,Aves,13858
79596141,Thu May 20 2021 18:41:31 GMT-0400 (EDT),2021-05-20,2021-05-20 22:41:31 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-21 01:52:14 UTC,2021-05-21 13:35:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79596141,https://inaturalist-open-data.s3.amazonaws.com/photos/130386060/medium.jpg,,"","",1,0,false,3,"Children's Hospital of Philadelphia, Philadelphia, PA, US",39.9459505206,-75.1952704283,85,,,,85,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
79596437,Thu May 20 2021 19:01:16 GMT-0400 (EDT),2021-05-20,2021-05-20 23:01:16 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-21 01:55:19 UTC,2021-05-21 13:35:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79596437,https://inaturalist-open-data.s3.amazonaws.com/photos/130386549/medium.jpg,,"","This is the female, based on the band on the right leg. As the female sat there the male came past, see the next post. ",1,0,false,3,"Children's Hospital of Philadelphia, Philadelphia, PA, US",39.947214255,-75.1962186451,395,,,,395,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
79596573,Thu May 20 2021 19:04:53 GMT-0400 (EDT),2021-05-20,2021-05-20 23:04:53 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-21 01:57:02 UTC,2021-05-21 13:35:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79596573,https://inaturalist-open-data.s3.amazonaws.com/photos/130386780/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9456974066,-75.1953647864,395,,,,395,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
79862002,Sat May 22 2021 17:22:33 GMT-0400 (EDT),2021-05-22,2021-05-22 21:22:33 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-22 23:13:00 UTC,2021-09-05 14:44:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79862002,https://inaturalist-open-data.s3.amazonaws.com/photos/130839209/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9492503975,-75.1854372229,395,,,,395,,open,false,,,European Starling,Sturnus vulgaris,European Starling,Aves,14850
79862103,Sat May 22 2021 17:19:18 GMT-0400 (EDT),2021-05-22,2021-05-22 21:19:18 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-22 23:13:47 UTC,2021-05-22 23:43:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79862103,https://inaturalist-open-data.s3.amazonaws.com/photos/130839392/medium.jpg,,"","",1,0,false,3,"Penn Park, Philadelphia, PA, US",39.9502826245,-75.1842823145,395,,,,395,,open,false,,,Mourning Dove,Zenaida macroura,Mourning Dove,Aves,3454
79862290,Sat May 22 2021 17:19:01 GMT-0400 (EDT),2021-05-22,2021-05-22 21:19:01 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-22 23:14:46 UTC,2021-05-22 23:43:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79862290,https://inaturalist-open-data.s3.amazonaws.com/photos/130839640/medium.jpg,,"","",1,0,false,3,"Penn Park, Philadelphia, PA, US",39.9505728473,-75.1839846024,395,,,,395,,open,false,,,American Kestrel,Falco sparverius,American Kestrel,Aves,4665
80552443,Thu May 27 2021 16:16:38 GMT-0400 (EDT),2021-05-27,2021-05-27 20:16:38 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-28 01:47:30 UTC,2021-05-28 05:49:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80552443,https://inaturalist-open-data.s3.amazonaws.com/photos/132037778/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9517746327,-75.1832056004,150,,,,150,,,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
81069711,Mon May 31 2021 14:43:15 GMT-0400 (EDT),2021-05-31,2021-05-31 18:43:15 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-31 18:46:33 UTC,2021-06-01 19:09:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81069711,https://inaturalist-open-data.s3.amazonaws.com/photos/132930925/medium.jpg,,"",This bird struck the window at the weight room at Franklin Field. It was still alive. I took it over to some bushes and shelter. Luckily it perked up and then hopped away. ,2,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.950275,-75.1884383333,6,,,,6,,open,false,,,Common Yellowthroat,Geothlypis trichas,Common Yellowthroat,Aves,9721
81104667,Mon May 31 2021 09:57:43 GMT-0400 (EDT),2021-05-31,2021-05-31 13:57:43 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-05-31 22:44:56 UTC,2021-06-01 03:32:57 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/81104667,https://inaturalist-open-data.s3.amazonaws.com/photos/132992139/medium.jpg,,"",This is the nesting pair of peregrine falcons that lives at 2400 Walnut. This is the first time I have seen them perch here together. ,1,0,false,3,North Pacific Ocean,39.9505916667,,,,,,,,open,false,,,Faucon pèlerin,Falco peregrinus,Peregrine Falcon,Aves,4647
81117438,Mon May 31 2021 13:04:22 GMT-0400 (EDT),2021-05-31,2021-05-31 17:04:22 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-06-01 00:30:38 UTC,2021-06-01 02:23:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81117438,https://inaturalist-open-data.s3.amazonaws.com/photos/133016168/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9515524446,-75.1939300467,116,,,,116,,open,false,,,American Crow,Corvus brachyrhynchos,American Crow,Aves,8021
81249096,Tue Jun 01 2021 19:01:40 GMT-0400 (EDT),2021-06-01,2021-06-01 23:01:40 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-06-02 00:42:43 UTC,2021-06-03 00:44:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81249096,https://inaturalist-open-data.s3.amazonaws.com/photos/133248515/medium.jpg,,"","",2,0,false,3,"Chestnut St, Philadelphia, PA, US",39.9521809119,-75.1797556695,395,,,,395,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
81250211,Tue Jun 01 2021 19:46:48 GMT-0400 (EDT),2021-06-01,2021-06-01 23:46:48 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-06-02 00:53:22 UTC,2021-06-03 00:44:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81250211,https://inaturalist-open-data.s3.amazonaws.com/photos/133250482/medium.jpg,,"",The four peregrine falcon fledglings. ,2,0,false,3,"Chestnut St, Philadelphia, PA, US",39.9534201302,-75.1793713502,395,,,,395,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
81267829,Tue Jun 01 2021 19:17:53 GMT-0400 (EDT),2021-06-01,2021-06-01 23:17:53 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-06-02 04:33:14 UTC,2021-06-02 04:43:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81267829,https://inaturalist-open-data.s3.amazonaws.com/photos/133284345/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9491901989,-75.1885889812,118,,,,118,,open,false,,,American Kestrel,Falco sparverius,American Kestrel,Aves,4665
81333900,Wed Jun 02 2021 14:25:29 GMT-0400 (EDT),2021-06-02,2021-06-02 18:25:29 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-06-02 18:26:35 UTC,2021-09-06 02:41:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81333900,https://inaturalist-open-data.s3.amazonaws.com/photos/133395564/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.94852,-75.198295,32,,,,32,,open,false,,,American Robin,Turdus migratorius,American Robin,Aves,12727
81964008,Sun Jun 06 2021 15:50:52 GMT-0400 (EDT),2021-06-06,2021-06-06 19:50:52 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-06-07 01:28:54 UTC,2021-06-07 15:00:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81964008,https://inaturalist-open-data.s3.amazonaws.com/photos/134478710/medium.jpg,,"","",2,0,false,3,"Penn Park, Philadelphia, PA, US",39.948757181,-75.1887331054,395,,,,395,,open,false,,,American Kestrel,Falco sparverius,American Kestrel,Aves,4665
82025847,Mon Jun 07 2021 10:35:48 GMT-0400 (EDT),2021-06-07,2021-06-07 14:35:48 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-06-07 14:36:39 UTC,2021-06-07 15:30:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/82025847,https://inaturalist-open-data.s3.amazonaws.com/photos/134589492/medium.jpg,https://static.inaturalist.org/sounds/247475.m4a?1623076609,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9489796005,-75.1887318994,16,,,,16,,open,false,,,Northern Mockingbird,Mimus polyglottos,Northern Mockingbird,Aves,14886
82165445,Mon Jun 07 2021 11:22:55 GMT-0400 (EDT),2021-06-07,2021-06-07 15:22:55 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-06-08 15:18:30 UTC,2021-06-08 15:40:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/82165445,https://inaturalist-open-data.s3.amazonaws.com/photos/134833191/medium.jpg,,"","",2,0,false,3,"Penn Park, Philadelphia, PA, US",39.9490443333,-75.1878367577,24,,,,24,,open,false,,,Northern Mockingbird,Mimus polyglottos,Northern Mockingbird,Aves,14886
82165682,Mon Jun 07 2021 10:43:59 GMT-0400 (EDT),2021-06-07,2021-06-07 14:43:59 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-06-08 15:20:27 UTC,2021-06-08 15:45:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/82165682,https://inaturalist-open-data.s3.amazonaws.com/photos/134833573/medium.jpg,,"","",2,0,false,3,"Franklin Field, Philadelphia, PA, US",39.9494696481,-75.1887070761,85,,,,85,,open,false,,,American Kestrel,Falco sparverius,American Kestrel,Aves,4665
82729958,Sat Jun 12 2021 11:29:48 GMT-0400 (EDT),2021-06-12,2021-06-12 15:29:48 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-06-12 19:39:59 UTC,2021-06-12 20:09:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/82729958,https://inaturalist-open-data.s3.amazonaws.com/photos/135806334/medium.jpg,,"","",1,0,false,3,"Penn Park, Philadelphia, PA, US",39.9488307005,-75.1888439521,357,,,,357,,open,false,,,American Kestrel,Falco sparverius,American Kestrel,Aves,4665
83772036,Mon Jun 14 2021 18:20:25 GMT-0400 (EDT),2021-06-14,2021-06-14 22:20:25 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-06-20 12:29:17 UTC,2021-06-20 12:33:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/83772036,https://inaturalist-open-data.s3.amazonaws.com/photos/137614771/medium.jpg,,"","",1,0,false,3,"Penn Park, Philadelphia, PA, US",39.9488748185,-75.1885598633,357,,,,357,,open,false,,,American Robin,Turdus migratorius,American Robin,Aves,12727
83772385,Mon Jun 14 2021 18:08:00 GMT-0400 (EDT),2021-06-14,2021-06-14 22:08:00 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-06-20 12:33:02 UTC,2021-06-20 12:38:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/83772385,https://inaturalist-open-data.s3.amazonaws.com/photos/137615335/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9513698183,-75.1863366888,357,,,,357,,open,false,,,American Kestrel,Falco sparverius,American Kestrel,Aves,4665
83773014,Mon Jun 14 2021 18:37:14 GMT-0400 (EDT),2021-06-14,2021-06-14 22:37:14 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-06-20 12:40:11 UTC,2021-06-20 15:36:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/83773014,https://inaturalist-open-data.s3.amazonaws.com/photos/137616564/medium.jpg,,"","",1,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9496367912,-75.1882800974,357,,,,357,,open,false,,,Mourning Dove,Zenaida macroura,Mourning Dove,Aves,3454
92301324,Mon Aug 23 2021 09:22:53 GMT-0400 (EDT),2021-08-23,2021-08-23 13:22:53 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-08-23 23:56:50 UTC,2021-10-15 11:35:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/92301324,https://inaturalist-open-data.s3.amazonaws.com/photos/152810348/medium.jpg,,"","",2,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.952798699,-75.1848336457,357,,,,357,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
96714135,Thu Sep 30 2021 15:02:34 GMT-0400 (EDT),2021-09-30,2021-09-30 19:02:34 UTC,Eastern Time (US & Canada),637874,ebaratta,2021-09-30 19:20:04 UTC,2021-09-30 19:24:46 UTC,research,CC-BY,https://www.inaturalist.org/observations/96714135,https://inaturalist-open-data.s3.amazonaws.com/photos/160712696/medium.jpg,,"","",2,0,false,3,"Franklin Field, Philadelphia, PA, US",39.9512666667,-75.1902,14,,,,14,,open,false,,,Magnolia Warbler,Setophaga magnolia,Magnolia Warbler,Aves,145235
97412386,Sat Oct 02 2021 10:24:44 GMT-0400 (EDT),2021-10-02,2021-10-02 14:24:44 UTC,Eastern Time (US & Canada),2895759,mgnc0,2021-10-07 02:18:23 UTC,2021-10-07 15:06:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97412386,https://inaturalist-open-data.s3.amazonaws.com/photos/162003058/medium.jpg,,"","",2,0,false,3,"Boathouse Row, Philadelphia, PA, US",39.9684604255,-75.1849060076,93,,,,93,,open,false,,,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
98283800,Fri Oct 15 2021 11:52:10 GMT-0400 (EDT),2021-10-15,2021-10-15 15:52:10 UTC,Eastern Time (US & Canada),637874,ebaratta,2021-10-15 15:55:54 UTC,2021-11-16 00:40:11 UTC,research,CC-BY,https://www.inaturalist.org/observations/98283800,https://inaturalist-open-data.s3.amazonaws.com/photos/163598634/medium.jpg,,"",Found on walnut st sidewalk below window stunned and motionless. Moved to quieter location within vegetation adjacent to engineering building. Was more alert when left in vegetation ,2,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9525659641,-75.1906109582,53,,,,53,,open,false,,,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,Aves,18463
98742768,Thu Sep 30 2021 15:02:28 GMT-0400 (EDT),2021-09-30,2021-09-30 19:02:28 UTC,Eastern Time (US & Canada),637874,ebaratta,2021-10-19 22:33:11 UTC,2021-10-20 00:45:04 UTC,research,CC-BY,https://www.inaturalist.org/observations/98742768,https://inaturalist-open-data.s3.amazonaws.com/photos/164468574/medium.jpg,,"","",3,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.9513133333,-75.19023,11,,,,11,,open,false,,,Magnolia Warbler,Setophaga magnolia,Magnolia Warbler,Aves,145235
102823221,Fri Dec 10 2021 11:16:32 GMT-0500 (EST),2021-12-10,2021-12-10 16:16:32 UTC,Eastern Time (US & Canada),142840,dwiebe,2021-12-10 16:58:07 UTC,2021-12-14 04:50:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102823221,https://inaturalist-open-data.s3.amazonaws.com/photos/171964364/medium.jpg,,"",This is the nesting pair that lives nearby. ,4,0,false,3,"University of Pennsylvania, Philadelphia, PA, US",39.953055446,-75.1832200554,113,,,,113,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
103683917,Sat Dec 18 2021 12:00:58 GMT-0500 (EST),2021-12-18,2021-12-18 17:00:58 UTC,Eastern Time (US & Canada),2895759,mgnc0,2021-12-26 13:01:09 UTC,2021-12-26 13:26:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103683917,https://inaturalist-open-data.s3.amazonaws.com/photos/173590144/medium.jpg,,"","",1,0,false,3,"Schuylkill River, Philadelphia, PA, US",39.9478339446,-75.1854206608,381,,,,381,,open,false,,,Double-crested Cormorant,Phalacrocorax auritus,Double-crested Cormorant,Aves,4265
104372210,Tue Jan 04 2022 17:26:47 GMT-0500 (EST),2022-01-04,2022-01-04 22:26:47 UTC,Eastern Time (US & Canada),2895759,mgnc0,2022-01-04 23:11:33 UTC,2022-01-05 16:47:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104372210,https://inaturalist-open-data.s3.amazonaws.com/photos/174871614/medium.jpg,,"","",2,0,false,3,"Schuylkill River Trail, Philadelphia, PA, US",39.967927324,-75.184702052,41,,,,41,,open,false,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930
104372316,Tue Jan 04 2022 17:08:46 GMT-0500 (EST),2022-01-04,2022-01-04 22:08:46 UTC,Eastern Time (US & Canada),2895759,mgnc0,2022-01-04 23:13:56 UTC,2022-01-05 16:48:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104372316,https://inaturalist-open-data.s3.amazonaws.com/photos/174871853/medium.jpg,,"","",3,0,false,3,"Schuylkill River, Philadelphia, PA, US",39.9503070964,-75.1819900936,133,,,,133,,open,false,,,Northern Mockingbird,Mimus polyglottos,Northern Mockingbird,Aves,14886
104402550,Tue Jan 04 2022 17:58:04 GMT-0500 (EST),2022-01-04,2022-01-04 22:58:04 UTC,Eastern Time (US & Canada),2895759,mgnc0,2022-01-05 12:20:09 UTC,2022-01-05 16:48:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104402550,https://inaturalist-open-data.s3.amazonaws.com/photos/174929926/medium.jpg,,"","",2,0,false,3,"Lemon Hill Dr, Philadelphia, PA, US",39.9702739838,-75.186072764,82,,,,82,,open,false,,,Yellow-bellied Sapsucker,Sphyrapicus varius,Yellow-bellied Sapsucker,Aves,18463
104423100,Tue Jan 04 2022 17:46:58 GMT-0500 (EST),2022-01-04,2022-01-04 22:46:58 UTC,Eastern Time (US & Canada),2895759,mgnc0,2022-01-05 20:23:47 UTC,2022-01-06 01:14:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104423100,https://inaturalist-open-data.s3.amazonaws.com/photos/174968329/medium.jpg,,"","",1,0,false,3,"Lemon Hill Dr, Philadelphia, PA, US",39.9709882343,-75.1876382877,173,,,,173,,open,false,,,Downy Woodpecker,Dryobates pubescens,Downy Woodpecker,Aves,792988
104538543,Fri Jan 07 2022 16:23:07 GMT-0500 (EST),2022-01-07,2022-01-07 21:23:07 UTC,Eastern Time (US & Canada),2895759,mgnc0,2022-01-07 21:28:32 UTC,2022-01-08 01:37:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104538543,https://inaturalist-open-data.s3.amazonaws.com/photos/175185949/medium.jpg,,"","",6,0,false,3,"Schuylkill River, Philadelphia, PA, US",39.9521737703,-75.1815707821,153,,,,153,,,false,,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,4647
